country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
South Sudan,32.35,30.85,29.85,27.25,32.35,37.30,36.70,24.35,28.60,29.70,48.30,52.80,55.25,55.70,56.10,58.20
South-Eastern Asia,44.05,48.45,51.65,53.05,55.70,57.75,61.35,63.50,65.45,67.05,68.25,69.55,70.80,71.85,72.15,74.10
Southern Africa,45.05,50.00,53.00,54.40,56.15,58.40,60.90,62.75,62.70,59.70,54.75,54.40,60.45,64.35,62.65,65.65
Southern Asia,41.05,43.55,45.55,46.85,48.70,52.20,54.85,57.40,59.60,61.65,63.95,65.95,67.95,70.15,69.55,72.05
Southern Europe,63.05,65.75,67.90,69.55,71.10,72.55,73.85,75.05,75.80,77.30,78.65,80.00,81.15,81.80,82.35,84.00
Spain,64.10,67.45,69.70,71.20,72.50,74.20,76.05,76.85,77.55,78.70,79.85,81.05,82.40,83.10,83.80,85.20
Sri Lanka,55.95,58.40,61.85,63.75,66.05,67.30,70.00,71.55,72.90,72.75,70.40,71.75,74.10,75.60,76.70,77.70
Sudan,47.50,47.40,47.35,45.50,50.35,53.50,51.00,45.15,50.00,52.80,58.30,60.70,63.75,65.45,65.85,66.80
Suriname,51.80,55.15,58.60,60.10,60.75,61.65,62.60,63.50,64.80,65.65,65.95,68.45,70.00,72.00,72.20,74.30
Swaziland,43.50,44.95,46.55,49.10,51.85,55.50,58.60,61.95,61.05,52.05,44.60,43.50,49.80,58.05,57.45,59.80
Sweden,71.80,72.90,73.50,74.15,74.85,75.40,76.40,77.15,78.05,79.20,80.05,80.95,81.85,82.55,83.50,84.65
Switzerland,69.35,70.70,71.60,72.60,73.70,75.20,76.05,77.20,77.90,79.15,80.35,81.65,82.60,83.40,84.35,85.55
Syrian Arab Republic,45.25,50.50,55.10,58.40,61.60,64.70,65.85,69.45,70.25,70.50,72.05,73.65,68.40,68.60,71.65,71.75
Taiwan Province of China,57.10,60.75,63.95,67.00,69.95,71.70,72.75,73.85,74.80,75.55,77.15,78.40,79.60,80.40,81.10,81.70
Tajikistan,51.25,52.60,54.20,55.75,57.65,59.30,59.75,61.25,57.85,60.70,64.90,67.45,68.65,70.20,70.85,72.10
Thailand,44.85,48.55,52.80,55.90,59.25,62.45,65.45,69.15,71.00,72.30,73.00,75.25,76.90,78.50,79.00,79.50
